tree_name,species,threshold,recall,precision
eucalyptus_73,eucalyptus,0.0,0.0,0.0
eucalyptus_73,eucalyptus,0.010101010101010102,0.009566174820065498,0.01494451891630888
eucalyptus_73,eucalyptus,0.020202020202020204,0.09948820620775223,0.14197292923927307
eucalyptus_73,eucalyptus,0.030303030303030304,0.3214234411716461,0.4533170759677887
eucalyptus_73,eucalyptus,0.04040404040404041,0.7461615800857544,1.0149818658828735
eucalyptus_73,eucalyptus,0.05050505050505051,1.3392643928527832,1.8033051490783691
eucalyptus_73,eucalyptus,0.06060606060606061,2.024202346801758,2.6999764442443848
eucalyptus_73,eucalyptus,0.07070707070707072,2.9023773670196533,3.8606672286987305
eucalyptus_73,eucalyptus,0.08080808080808081,3.9852683544158936,5.269187927246094
eucalyptus_73,eucalyptus,0.09090909090909091,5.1131205558776855,6.727524280548096
eucalyptus_73,eucalyptus,0.10101010101010102,6.371071815490723,8.37391185760498
eucalyptus_73,eucalyptus,0.11111111111111112,7.7170329093933105,10.1572904586792
eucalyptus_73,eucalyptus,0.12121212121212122,9.005596160888672,11.843530654907227
eucalyptus_73,eucalyptus,0.13131313131313133,10.478787422180176,13.775110244750977
eucalyptus_73,eucalyptus,0.14141414141414144,11.97015380859375,15.725369453430176
eucalyptus_73,eucalyptus,0.15151515151515152,13.572488784790039,17.825075149536133
eucalyptus_73,eucalyptus,0.16161616161616163,15.143254280090332,19.861265182495117
eucalyptus_73,eucalyptus,0.17171717171717174,16.69106101989746,21.870058059692383
eucalyptus_73,eucalyptus,0.18181818181818182,18.29339599609375,23.954816818237305
eucalyptus_73,eucalyptus,0.19191919191919193,19.907209396362305,26.113054275512695
eucalyptus_73,eucalyptus,0.20202020202020204,21.485628128051758,28.156719207763672
eucalyptus_73,eucalyptus,0.21212121212121213,23.023868560791016,30.179208755493164
eucalyptus_73,eucalyptus,0.22222222222222224,24.63481330871582,32.29884338378906
eucalyptus_73,eucalyptus,0.23232323232323235,26.307937622070312,34.45707702636719
eucalyptus_73,eucalyptus,0.24242424242424243,27.93227195739746,36.58417892456055
eucalyptus_73,eucalyptus,0.25252525252525254,29.459035873413086,38.617881774902344
eucalyptus_73,eucalyptus,0.26262626262626265,30.971446990966797,40.593048095703125
eucalyptus_73,eucalyptus,0.27272727272727276,32.45133590698242,42.50843811035156
eucalyptus_73,eucalyptus,0.2828282828282829,33.8824348449707,44.388954162597656
eucalyptus_73,eucalyptus,0.29292929292929293,35.367103576660156,46.26449203491211
eucalyptus_73,eucalyptus,0.30303030303030304,36.76950454711914,48.125083923339844
eucalyptus_73,eucalyptus,0.31313131313131315,38.1786003112793,49.96201705932617
eucalyptus_73,eucalyptus,0.32323232323232326,39.58100509643555,51.82759094238281
eucalyptus_73,eucalyptus,0.33333333333333337,40.91548156738281,53.54869842529297
eucalyptus_73,eucalyptus,0.3434343434343435,42.1083869934082,55.11787414550781
eucalyptus_73,eucalyptus,0.3535353535353536,43.37781524658203,56.759281158447266
eucalyptus_73,eucalyptus,0.36363636363636365,44.56593704223633,58.33592987060547
eucalyptus_73,eucalyptus,0.37373737373737376,45.646915435791016,59.776832580566406
eucalyptus_73,eucalyptus,0.38383838383838387,46.860862731933594,61.37091064453125
eucalyptus_73,eucalyptus,0.393939393939394,48.129337310791016,62.976200103759766
eucalyptus_73,eucalyptus,0.4040404040404041,49.196922302246094,64.38597106933594
eucalyptus_73,eucalyptus,0.4141414141414142,50.180320739746094,65.68863677978516
eucalyptus_73,eucalyptus,0.42424242424242425,51.19146728515625,66.9439697265625
eucalyptus_73,eucalyptus,0.43434343434343436,52.1260871887207,68.1133804321289
eucalyptus_73,eucalyptus,0.4444444444444445,53.08939743041992,69.33882904052734
eucalyptus_73,eucalyptus,0.4545454545454546,54.06036376953125,70.5929183959961
eucalyptus_73,eucalyptus,0.4646464646464647,54.92610168457031,71.72746276855469
eucalyptus_73,eucalyptus,0.4747474747474748,55.7086181640625,72.76984405517578
eucalyptus_73,eucalyptus,0.48484848484848486,56.45860290527344,73.69142150878906
eucalyptus_73,eucalyptus,0.494949494949495,57.26981735229492,74.72383880615234
eucalyptus_73,eucalyptus,0.5050505050505051,57.959537506103516,75.59186553955078
eucalyptus_73,eucalyptus,0.5151515151515152,58.681785583496094,76.45117950439453
eucalyptus_73,eucalyptus,0.5252525252525253,59.29019546508789,77.19466400146484
eucalyptus_73,eucalyptus,0.5353535353535354,59.9177360534668,78.01163482666016
eucalyptus_73,eucalyptus,0.5454545454545455,60.51466369628906,78.76632690429688
eucalyptus_73,eucalyptus,0.5555555555555556,61.11924743652344,79.51729583740234
eucalyptus_73,eucalyptus,0.5656565656565657,61.67695617675781,80.26327514648438
eucalyptus_73,eucalyptus,0.5757575757575758,62.226051330566406,80.9868392944336
eucalyptus_73,eucalyptus,0.5858585858585859,62.78376007080078,81.64315032958984
eucalyptus_73,eucalyptus,0.595959595959596,63.293636322021484,82.29447937011719
eucalyptus_73,eucalyptus,0.6060606060606061,63.777687072753906,82.89600372314453
eucalyptus_73,eucalyptus,0.6161616161616162,64.29904174804688,83.54483795166016
eucalyptus_73,eucalyptus,0.6262626262626263,64.8079605102539,84.1600570678711
eucalyptus_73,eucalyptus,0.6363636363636365,65.28722381591797,84.70428466796875
eucalyptus_73,eucalyptus,0.6464646464646465,65.726318359375,85.28338623046875
eucalyptus_73,eucalyptus,0.6565656565656566,66.171142578125,85.79399108886719
eucalyptus_73,eucalyptus,0.6666666666666667,66.60639953613281,86.33573150634766
eucalyptus_73,eucalyptus,0.6767676767676768,67.02635955810547,86.83139038085938
eucalyptus_73,eucalyptus,0.686868686868687,67.45970153808594,87.36939239501953
eucalyptus_73,eucalyptus,0.696969696969697,67.8911361694336,87.86878967285156
eucalyptus_73,eucalyptus,0.7070707070707072,68.2135238647461,88.23741912841797
